id_modalidade,descricao_modalidade,descricao_tipo,flg_tipo,isn_modalidade,descricao_justificativa
11137,USO INTERNO,CONVENIO.DESPESA,49,0,AQUISIÇÃO DE EQUIPAMENTOS PARA 10 (DEZ) LEITOS DE UTI PARA A ASSOCIAÇÃO QUIXADAENSE DE PROTEÇÃO E ASSISTENCIA A MATERNIDADE E A INFANCIA
11138,USO INTERNO,TERMO.AJUSTE,53,0,TERRAPLANAGEM E PAVIMENTAÇÃO DE RUAS.
11139,USO INTERNO,CONVENIO.DESPESA,49,0,"APOIO   FINANCEIRO   PARA   O   IMPLEMENTO   DO
PROJETO"
11140,USO INTERNO,CONVENIO.DESPESA,49,0,"APOIO FINANCEIRO PARA O IMPLEMENTO DO PROJETO ""AGOSTO FEST""."
11141,USO INTERNO,CONVENIO.DESPESA,49,0,"DESENVOLVIMENTO DAS AÇÕES DO PROJETO ESTAÇÃO FAMILIA QUE VISA AMPLIAR AS COMPETÊNCIAS FAMILIARES E CONTRIBUIR PARA O FORTALECIMENTO DA AUTONOMIA DE FAMILIAS VULNERÁVEIS, REALIZANDO O ATENDIMENTO A 100 FAMILIAS ATRAVÉS DE GRUPOS DE CONVIVÊNCIA E VISITAS DOMICILIARES- CHORÓ."
11142,USO INTERNO,CONVENIO.DESPESA,49,0,"O CONCURSO TEM TEM COMO OBJETO A CONCEPÇÃO DO FARDAMENTO QUE DEVERÁ  SER UTILIZADO PELOS POLICIAIS MILITARES QUE ATUARÃO NO PROGRAMA RONDA, QUE TEM COMO FILOSOFIA A DOUTRINA DA POLÍCIA COMUNITÁRIA, ONDE OS POLICIAIS MOLDAM SUAS OPERAÇÕES DE ACORDO COM AS NECESSIDADES ESPECÍFICAS DE CADA COMUNIDADE. A FUNÇÃO POLICIAL É DINÂMICA, POR ISSO DEVE-SE OBASERVAR AS ATIVIDADES DE MOVIMENTAÇÃO, TAIS COMO: CORRER, ABAIXAR-SE, ESTICAR-SE, PARA ISSO BUSCA-SE UM UNIFORME QUE, ALÉM DE VISÍVEL, SEJA PRÁTICO, CONFORTÁVEL, ADEQUADO ÀS NECESSIDADES DE USO, CLIMA E INCLUSÃO DE ACESSÓRIOS PERTINENTES À SUA PROFISSÃO."
11143,USO INTERNO,CONVENIO.DESPESA,49,0,"VALORIZAÇÃO DAS IDENTIDADES LOCAIS, DAS MANIFESTAÇÕES POPULARES E DA SUA DIVERSIDADE ÉTNICA E CULTURAL, COM A APRESENTAÇÃO DE QUADRILHAS E DE GRUPOS FOLCLÓRICOS, CONTRIBUINDO ASSIM PARA A PRESERVAÇÃO DOS COSTUMES TÍPICOS DA REGIÃO DO CARIRI, SENDO UMA OPORTUNIDADE DE INTEGRAÇÃO DA COLETIVIDADE E TAMBÉM UM ESTÍMULO AO DESENVOLVIMENTO ARTÍSTICO, ECONÔMICO E TURÍSTICO DO MUNICÍPIO, COM A CONSEQUENTE GERAÇÃO DE EMPREGO E RENDA DA POPULAÇÃO"
11144,USO INTERNO,TERMO.AJUSTE,53,0,NECESSIDADE DE MELHORAR A MALHA VIÁRIA DO MUNICIPIO
11145,USO INTERNO,CONVENIO.DESPESA,49,0,"O PROJETO TEM O PROPÓSITO DE INCENTIVAR A INICIAÇÃO ESPORTIVA DOS ALUNOS DAS ESCOLAS PÚBLICAS, PREPARANDO A JUVENTUDE CEARENSE PARA AS COMPETIÇÕES REGIONAL, ESTADUAL E NACIONAL, VISANDO O DESENVOLVIMENTO DO ESPORTE."
11146,USO INTERNO,CONVENIO.DESPESA,49,0,ESTABELECER QUE A FUNDETEC SERA A INSTITUIÇÃO EXECUTORA DO PROJETO INTITULADO LIRA NORDESTINA ESPAÇO CULTURAL E PRODUÇÃO DA LITERATURA DE CORDEL NO BRASIL
11147,USO INTERNO,CONVENIO.DESPESA,49,0,TERMO DE COOPERAÇÃO FINANCEIRA ¿ TCF QUE ENTRE SI CELEBRAM O ESTADO DO CEARÁ ATRAVÉS DA SECRETARIA DA CULTURA ¿ SECULT E O ISAC PEREIRA DOS SANTOS
11148,USO INTERNO,CONVENIO.DESPESA,49,0,"O PROJETO TRIPÉ DA CIDADANIA, ARTE, INFORMAÇÃO E CULTURA, TEM COM OBJETIVO SERVIÇOS SOCIOEDUCATIVO PARA CRIANÇAS E ADOLESCENTES, CONFORME O PLANO DE TRABALHO."
11149,USO INTERNO,CONVENIO.DESPESA,49,0,APOIO FINANCEIRO PARA A EXPOCRATO 2016.
11150,USO INTERNO,TERMO.AJUSTE,53,0,"NECESSIDADE DE BENEFICIAR CENTENAS DE FAMÍLIAS, DOTANDO O MUNICÍPIO COM UMA INFRAESTRUTURA ADEQUADA."
11151,USO INTERNO,CONVENIO.DESPESA,49,0,"EXECUÇÃO DO PROJETO: ¿VII PAIXÃO DE CRISTO DO ASSENTAMENTO NOVA BRASILIA¿, NA CATEGORIA ARTE CÊNICA, DEVIDAMENTE APROVADO PELA COMISSÃO JULGADORA DO V EDITAL CEARÁ DA PAIXÃO 2009."
11152,USO INTERNO,CONVENIO.DESPESA,49,0,"ATENDER A DEMANDA DO TRANSPORTE DOS ALUNOS DA EDUCAÇÃO BÁSICA PÚBLICA DA REDE ESTADUAL DE ENSINO, CORRESPONDENTE AO ANO LETIVO DE 2019, PRIORIZANDO OS RESIDENTES NA ZONA RURAL.  MUNICÍPIO DE PARACURU."
11153,USO INTERNO,CONVENIO.DESPESA,49,0,VIABLIZAR A PARTICIPAÇÃO DA DELEGAÇÃO CEARENSE VETERANOS E AMIGOS DO BASQUETE NO III CAMPEONATO NORDESTE BASQUETEBOL MÁSTER.
11154,USO INTERNO,CONVENIO.DESPESA,49,0,REALIZAÇÃO DO PROJETO ¿III FESTIVAL DO PEIXE EM PENTECOSTE ¿ ATIVIDADES CULTURAIS¿.
11155,USO INTERNO,CONVENIO.DESPESA,49,0,"TERMO DE COOPERAÇÃO FINANCEIRA ¿ TCF QUE ENTRE SI CELEBRAM O ESTADO DO CEARÁ ATRAVÉS DA SECRETARIA DA CULTURA ¿ SECULT E MARCOS AURÉLIO BATISTA GOMES, PARA OS FINS QUE ABAIXO ESPECIFICA."
11156,USO INTERNO,CONVENIO.DESPESA,49,0,"PAVIMENTAÇÃO EM PEDRA TOSCA EM DIVERSAS RUAS DO DISTRITO DE SÃO DOMINGOS, MUNICÍPIO DE CARIDADE/CE."
11157,USO INTERNO,CONVENIO.DESPESA,49,0,"PREMIAÇÃO DO MUNICÍPIO DE PIQUET CARNEIRO POR TER ATENDIDO OS CRITÉRIOS PREVIAMENTE ESTABELECIDOS DE CONSERVAÇÃO E USO SUSTENTÁVEL DOS RECURSOS NATURAIS, NOS TERMOS ESTABELECIDOS PELO PROGRAMA SELO MUNICÍPIO VERDE DE CERTIFICAÇÃO AMBIENTAL PÚBLICA,"
11158,USO INTERNO,CONVENIO.DESPESA,49,0,"A UNIVERSIDADE VISA INTEGRAR PAÍSES MEMBROS DA COMUNIDADE DOS PAÍSES DE LÍNGUA PORTUGUESA ( CPLP) . TEM COMO OBJETIVO DE PROMOVER O INTERCÂMBIO ACADÊMICO , FORMETAR PESQUISA E MINISTAR ENSINO SUPERIOR PÚBLICO EM PAÍSES COMO ANGOLA, CABO-VERDE, GUINE- BISSAU,MOÇAMBIQUE, PORTUGAL, SÃO TOMÉ E PRÍNCIPE, TIMOR LESTE E ATÉ MACAU."
11159,USO INTERNO,CONVENIO.DESPESA,49,0,"TERMO DE COOPERAÇÃO FINANCEIRO QUE ENTRE SI CELEBRAM O ESTADO DO CEARÁ, ATRAVÉS DA SECRETARIA DA CULTURA ¿ SECULT E O(A)  ASSOCIAÇÃO DOS AMIGOS  DA ARTE GUARAMIRANGA - AGUA, PARA O FIM NELE INDICADO."
11160,USO INTERNO,CONVENIO.DESPESA,49,0,"TERMO DE EXECUÇÃO CULTURAL QUE ENTRE SI
CELEBRAM O ESTADO DO CEARÁ, ATRAVÉS DA
SECRETARIA DA CULTURA ¿ SECULT, E NELSON RUBENS
ALBUQUERQUE DE ARAÚJO, PARA OS FINS QUE ABAIXO
ESPECIFICA."
11161,USO INTERNO,CONVENIO.DESPESA,49,0,IMPLANTAÇÃO DA ESTRADA DO LEITE NO MUNICIPIO DE SENADOR POMPEU-CE
11162,USO INTERNO,CONVENIO.DESPESA,49,0,"DESENVOLVIMENTO DAS AÇÕES DO PROJETO ESTAÇÃO FAMILIA QUE VISA AMPLIAR AS COMPETÊNCIAS FAMILIARES E CONTRIBUIR PARA O FORTALECIMENTO DA AUTONOMIA DE FAMILIAS VULNERÁVEIS, REALIZANDO O ATENDIMENTO A 100 FAMILIAS ATRAVÉS DE GRUPOS DE CONVIVÊNCIA E VISITAS DOMICILIARES- SOBRAL."
11163,USO INTERNO,TERMO.AJUSTE,53,0,ATENDER A POPULAÇÃO DO MUNICIPIO DE PINDORETAMA
11164,USO INTERNO,CONVENIO.DESPESA,49,0,"ATENDER A DEMANDA DO TRANSPORTE DOS ALUNOS DA EDUCAÇÃO BÁSICA PÚBLICA DA REDE ESTADUAL DE ENSINO, CORRESPONDENTE AO ANO LETIVO DE 2019, PRIORIZANDO OS RESIDENTES NA ZONA RURAL.  MUNICÍPIO DE SÃO JOÃO DO JAGUARIBE."
11165,USO INTERNO,CONVENIO.DESPESA,49,0,PAVIMENTAÇAO EM PEDRA TOSCA EM DIVERSAS RUAS DO MUNICIPIO DE PEDRA BRANCA - CE
11166,USO INTERNO,CONVENIO.DESPESA,49,0,APOIO DO GOVERNO DO ESTADO DO CEARÁ.
11167,USO INTERNO,CONVENIO.DESPESA,49,0,ATENDER O MUNICÍPIO COM PROJETOS DE INFRAESTRUTURA
11168,USO INTERNO,CONVENIO.DESPESA,49,0,"TERMO DE COOPERAÇÃO FINANCEIRA ¿ TCF QUE ENTRE SI CELEBRAM O ESTADO DO CEARÁ ATRAVÉS DA SECRETARIA DA CULTURA ¿ SECULT E EDERSON ALVES JACINTO, PARA OS FINS QUE ABAIXO ESPECIFICA."
11169,USO INTERNO,CONVENIO.DESPESA,49,0,ATENDER A DEMANDA DA EXECUÇÃO DO PROGRAMA PACTO PELA APRENDIZAGEM NO MUNICÍPIO DE CAPISTRANO.
11170,USO INTERNO,CONVENIO.DESPESA,49,0,"EXECUÇÃO DO PROJETO ¿SELO DE RESPONSABILIDADE CULTURAL 2007¿, INSTRUMENTO DA POLITICA PÚBLICA ESTADUAL DE PROMOÇÃO E VALORIZAÇÃO DA CULTURA CEARENSE, CONCEDIDO ANUALMENTE A EMPRESAS, ORGANIZAÇÕES E GOVERNOS MUNICIPAIS, PELA DESTACADA CONTRIBUIÇÃO À CULTURA CEARENSE."
11171,USO INTERNO,CONVENIO.DESPESA,49,0,"A EXECUÇÃO DO PROJETO FORTALECIMENTO DAS POLÍTICAS PÚBLICAS VOLTADAS PARA CRIANÇAS, ADOLESCENTES E JOVENS EM SITUAÇÃO DE VULNERABILIDADE E RISCO SOCIAL( MAIS INFÂNCIA) - LOTE 01 CREDENCIADO E EXECUTADO CONFORME O PLANO DE TRABALHO DEVIDAMENTE APROVADO E ASSINADO QUE PASSA A FAZER PARTE INTEGRANTE DESTE INSTRUMENTO INDEPENDENDO DE TRANSCRIÇÃO."
11172,USO INTERNO,TERMO.AJUSTE,53,0,NECESSIDADE EM FORTALECER AS AÇÕES MUNICIPAIS VOLTADAS PARA A MELHORIA DAS CONDIÇÕES DE VIDA DA POPULAÇÃO.
11173,USO INTERNO,CONVENIO.DESPESA,49,0,"EXECUÇÃO DO PROJETO CRIANÇAS E ADOLESCENTES GARANTIA DE PROTEÇÃO INTEGRAL CUJO OBJETIVO É O OFERECIMENTO DE SERVIÇOS DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE 07 A 17 ANOS DE IDADE, CONFORME O PLANO DE TRABALHO."
11174,USO INTERNO,CONVENIO.DESPESA,49,0,"APOIO FINANCEIRO PARA O IMPLEMENTO DO PROJETO ""XX EXPOSIÇÃO AGROPECUÁRIA E O XI FESTIVAL DE QUADRILHAS""."
11175,USO INTERNO,CONVENIO.DESPESA,49,0,"PROMOVER O INTERCÂMBIO ENTRE OS ATLETAS DOS DIVERSOS ESTADOS BRASILEIROS, VISANDO CONTRIBUIR PARA O DESENVOLVIMENTO INTEGRAL DOS ATENDIDOS E SUA FORMAÇÃO PARA O EXERCÍCIO DA CIDADANIA E A PRÁTICA DESSE ESPORTE COMO INSTRUMENTO DE LAZER, ESTANDO, ASSIM INSERIDO NAS DIRETRIZES QUE ESTA SECRETARIA BUSCA DESENVOLVER."
11176,USO INTERNO,CONVENIO.DESPESA,49,0,"ATENDER A DEMANDA DO TRANSPORTE DOS ALUNOS DA EDUCAÇÃO BÁSICA PÚBLICA DA REDE ESTADUAL DE ENSINO, CORRESPONDENTE AO ANO LETIVO DE 2020, PRIORIZANDO OS RESIDENTES NA ZONA RURAL. MUNICÍPIO DE MIRAIMA."
11177,USO INTERNO,CONVENIO.DESPESA,49,0,"ESTE PROJETO VISA ADQUIRIR EMBARCAÇÕES, MATERIAIS E EQUIPAMENTOS QUE MELHOREM O AUMENTO DA PRODUÇÃO DE PESCADO E FAVOREÇA O ESCOAMENTO DA PRODUÇÃO ORGANIZADA PELAS FAMÍLIAS JUNTO À ASSOCIAÇÃO, SEM PRESENÇA DO ATRAVESSADOR."
11178,USO INTERNO,CONVENIO.DESPESA,49,0,"PARA TRANSFERIR RECURSOS FINANCEIROS PARA O MUNICÍPIO DE PIQUET CARNEIRO PARA GARANTIR O ATENDIMENTO COM ALIMENTAÇÃO ESCOLAR, AOS ALUNOS DA EEF AZARIAS FERNANDES, COM BASE NO CENSO ESCOLAR 2011, DE ACORDO COM A LEI FEDERAL Nº 11.947 (16/06/2009) QUE DISPÕE SOBRE O PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR-PNAE, DE ACORDO COM PROJETO ELABORADO, PARTE INTEGRANTE DESTE CONVÊNIO, INDEPENDENTEMENTE DE TRANSCRIÇÃO, NECESSÁRIO SE FAZ A CELEBRAÇÃO DO CONVÊNIO."
11179,USO INTERNO,CONVENIO.DESPESA,49,0,"ATENDER A DEMANDA DO TRANSPORTE DOS ALUNOS DA EDUCAÇÃO BÁSICA PÚBLICA DA REDE ESTADUAL DE ENSINO, CORRESPONDENTE AO ANO LETIVO DE 2017, PRIORIZANDO OS RESIDENTES NA RURAL.  MUNICÍPIO DE SÃO JOÃO DO JAGUARIBE."
11180,USO INTERNO,CONVENIO.DESPESA,49,0,"ATENDER A DEMANDA DO TRANSPORTE DOS ALUNOS DA EDUCAÇÃO BÁSICA PÚBLICA DA REDE ESTADUAL DE ENSINO, CORRESPONDENTE AO ANO LETIVO DE 2017, PRIORIZANDO OS RESIDENTES NA RURAL. MUNICÍPIO DE JAGUARUANA."
11181,USO INTERNO,CONVENIO.DESPESA,49,0,"ATENDER A DEMANDA DO TRANSPORTE DOS ALUNOS DA EDUCAÇÃO BÁSICA PÚBLICA DA REDE ESTADUAL DE ENSINO, CORRESPONDENTE AO ANO LETIVO DE 2018, PRIORIZANDO OS RESIDENTES NA RURAL.  MUNICÍPIO DE MILHÃ."
11182,USO INTERNO,CONVENIO.DESPESA,49,0,"EXECUÇÃO DO PROJETO ""ECOMUSEU DE MARANGUAPE: NATUREZA, UM POVO E SUA MEMÓRIA"", DEVIDAMENTE APROVADO NO EDITAL PONTOS DE CULTURA DO ESTADO DO CEARÁ 2008."
11183,USO INTERNO,CONVENIO.DESPESA,49,0,DESENVOLVIMENTO DE AÇÕES DE QUALIFICAÇÃO SOCIAL E PROFISSIONAL JUNTO A 160 EDUCANDOS COM DEFICIENTCIA E SEUS FAMILIARES
11184,USO INTERNO,CONVENIO.DESPESA,49,0,"ATENDER A DEMANDA DO TRANSPORTE DOS ALUNOS DA EDUCAÇÃO BÁSICA PÚBLICA DA REDE ESTADUAL DE ENSINO, CORRESPONDENTE AO ANO LETIVO DE 2019, PRIORIZANDO OS RESIDENTES NA ZONA RURAL.  MUNICÍPIO DE TARRAFAS."
11185,USO INTERNO,CONVENIO.DESPESA,49,0,APOIAR FINANCEIRAMENTO A ENTIDADE OBRA SOCIAL NOSSA SENHORA DA GLÓRIA FAZENDA -CASA DE APOIO SOL NASCENTE
11186,USO INTERNO,CONVENIO.DESPESA,49,0,"APOIO FINANCEIRO PARA O IMPLEMENTO DO PROJETO ""FESTA DE COMEMORAÇÃO DOS 58 ANOS DE EMANCIPAÇÃO POLÍTICA DO MUNICÍPIO DE MUCAMBO""."
11187,USO INTERNO,CONVENIO.DESPESA,49,0,"APOIO FINANCEIRO PARA O IMPLEMENTO DO PROJETO
""BANARTES 2013""."
11188,USO INTERNO,CONVENIO.DESPESA,49,0,TERMO DE COOPERAÇÃO FINANCEIRA ¿ TCF QUE ENTRE SI CELEBRAM O ESTADO DO CEARÁ ATRAVÉS DA SECRETARIA DA CULTURA ¿ SECULT E A ANDRELINO DE BRITO.
11189,USO INTERNO,CONVENIO.DESPESA,49,0,"SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS PARA CRIANÇAS E ADOLESCENTES, NA FAIXA ETÁRIA DE 06 À 15 ANOS DE IDADE EM SITUAÇÃO DE VULNERABILIDADE SOCIAL."
11190,USO INTERNO,CONVENIO.DESPESA,49,0,REALIZAÇÃO DE CENSO AGROPECUÁRIO  JUNTO AOS 6.800 AGRICULTORES E PECUARISTAS DO MUNICÍPIO DE IGUATU/CE
11191,USO INTERNO,CONVENIO.DESPESA,49,0,"LIBERAÇÃO DE RECURSOS PARA PAGAMENTO DA CONTRAPARTIDA DO CONVÊNIO 732066/2012-MI, CELEBRADO ENTRE O MINISTÉRIO DA INTEGRAÇÃO NACIONAL E A PREFEITURA DE PEDRA BRANCA-CE QUE TEM COMO OBJETO A CONSTRUÇÃO DA BARRAGEM DA CRUZETA, NO DISTRITO DE SANTA CRUZ DO BANABUIÚ, NO MUNICÍPIO DE PEDRA BRANCA-CE - MAPP 232"
11192,USO INTERNO,CONVENIO.DESPESA,49,0,CONSTRUÇÃO DE PASSAGEM MOLHADA NA LOCALIDADE DE SÍTIO BARRA NO MUNICÍPIO DE MILHÃ-CE.
11193,USO INTERNO,CONVENIO.DESPESA,49,0,"O PROGRAMA DE PROTEÇÃO À CIDADANIA ¿ PRÓ-CIDADANIA NO MUNICÍPIO DE PEDRA BRANCA É UMA ESTRATÉGIA ORGANIZACIONAL QUE PROPORCIONA UMA PARCERIA ENTRE O GOVERNO DO ESTADO E O MUNICÍPIO DE PEDRA BRANCA COM O OBJETIVO DE PREVENIR AÇÕES QUE VENHAM A CAUSAR DANOS SOCIAIS E À SEGURANÇA DOS INTEGRANTES DAS COMUNIDADES, AUXILIANDO AS INSTITUIÇÕES DE SEGURANÇA PÚBLICA E TRABALHANDO JUNTO PARA IDENTIFICAR, PRIORIZAR E RESOLVER PROBLEMAS QUE AFETAM A SEGURANÇA PÚBLICA, TAIS COMO A VIOLÊNCIA, O MEDO DO CRIME, A EXCLUSÃO E A DESIGUALDADE SOCIAL."
11194,USO INTERNO,CONVENIO.DESPESA,49,0,IRÁ GARANTIR A POPULAÇÃO MELHOR INFRAESTRUTURA. DADA A RELEVÂNCIA DAS OBRAS EM QUESTÃO ESPERA-SE APOIO PARA VIABILIZAR SUA EXECUÇÃO.
11195,USO INTERNO,CONVENIO.DESPESA,49,0,"ATENDER A DEMANDA DO TRANSPORTE DOS ALUNOS DA EDUCAÇÃO BÁSICA PÚBLICA DA REDE ESTADUAL DE ENSINO, CORRESPONDENTE AO ANO LETIVO DE 2021, PRIORIZANDO OS RESIDENTES NA ZONA RURAL.  MUNICÍPIO DE MADALENA."
11196,USO INTERNO,CONVENIO.DESPESA,49,0,CONSTRUÇÃO DE CENTRO DE REFERÊNCIA DA MULHER NO MUNICÍPIO DE PIRES FERREIRA/CE
11197,USO INTERNO,CONVENIO.DESPESA,49,0,"EXECUÇÃO DO PROJETO SEMEAR CUJO OBJETIVO É O OFERECIMENTO DE SERVIÇOS DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE 07 A 17 ANOS DE IDADE, CONFORME O PLANO DE TRABALHO."
11198,USO INTERNO,CONVENIO.DESPESA,49,0,"APOIO FINANCEIRO PARA O IMPLEMENTO DO PROJETO ""FESTIVAL DE ARTES HALLELUYA 2016""."
11199,USO INTERNO,CONVENIO.DESPESA,49,0,"COORDENAÇÃO E O REPASSE DE RECURSOS FINANCEIROS E APOIO TÉCNICO POR PARTE DA SDA PARA A ASSOCIAÇÃO COMUNITÁRIA DOS AGRICULTORES EM TRANSIÇÃO AGROECOLÓGICA, COM VISTAS À REALIZAÇÃO DA FEIRA AGROECOLÓGICA E SOLIDÁRIA DE ITAPIPOCA"
11200,USO INTERNO,CONVENIO.DESPESA,49,0,"TERMO DE EXECUÇÃO CULTURAL ¿ TEC QUE
ENTRE SI CELEBRAM O ESTADO DO CEARÁ,
ATRAVÉS DA SECRETARIA DA CULTURA ¿
SECULT, E CLEOMAR RIBEIRO DA ROCHA, PARA OS
FINS QUE ABAIXO ESPECIFICA."
11201,USO INTERNO,CONVENIO.DESPESA,49,0,CONVÊNIO QUE ENTRE SI CELEBRAM O ESTADO DO CEARÁ ATRAVÉS DA SECRETARIA DA CULTURA ¿ SECULT E  ASSOCIAÇÃO VIDANÇA COMPANHIA DE DANÇAS DO CEARÁ
11202,USO INTERNO,CONVENIO.DESPESA,49,0,"CONSTRUÇÃO DE QUADRA NA LOCALIDADE DE UNIÃO,NO MUNICÍPIO DE MADALENA-CE"
11203,USO INTERNO,CONVENIO.DESPESA,49,0,"CONSTITUI OBJETO DO PRESENTE CONVÊNIO A EXECUÇÃO DE SERVIÇOS DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS PARA CRIANÇAS E ADOLESCENTES, NA FAIXA ETÁRIA DE 7 A 17 ANOS, EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, ATRAVÉS DO PROJETO MINHA VIDA CAMINHANDO PARA O FUTURO."
11227,USO INTERNO,CONVENIO.DESPESA,49,0,TERMO DE COOPERAÇÃO FINANCEIRA ¿ TCF QUE ENTRE SI CELEBRAM O ESTADO DO CEARÁ ATRAVÉS DA SECRETARIA DA CULTURA ¿ SECULT E O ANDREZA CAROLINE FERREIRA MATTOS
11204,USO INTERNO,CONVENIO.DESPESA,49,0,"DESENVOLVIMENTO NO SENTIDO DA INTEGRAÇÃO SOCIAL, PESSOAL E POLÍTICA, COMO UMA EXPERIÊNCIA QUE ELEVA A MOTIVAÇÃO PARA O TRABALHO DO SERVIDOR, PROPICIANDO TAMBÉM AOS PACIENTES EM TRATAMENTO, MOMENTOS DE DESCONTRAÇÃO, ÂNIMO E OTIMISMO ATRAVÉS DAS APRESENTAÇÕES. A MUSICOTERAPIA TEM UM PAPEL FUNDAMENTAL NA RECUPERAÇÃO DOS PACIENTES, ISSO PORQUE OS SONS PODEM ESTIMULAR A LIBERAÇÃO DE SEROTONINA, UM NEUROTRANSMISSOR ENVOLVIDO NAS SENSAÇÕES DE PRAZER E RELAXAMENTO. A MÚSICA FAVORECE O EQUILÍBRIO DO RITMO BIOLÓGICO. O RELAXAMENTO OBTIDO PROVOCA UMA SENSAÇÃO DE BEM-ESTAR."
11205,USO INTERNO,TERMO.AJUSTE,53,0,"O GOVERNO DO ESTADO DO CEARÁ, COM O APOIO DO GOVERNO FEDERAL, INVESTIU  EM NOVOS EQUIPAMENTOS DE SAÚDE, CRIOU OS CONSÓRCIOS  PÚBLICOS PARA RATEAR O CUSTEIO ENTRE OS MUNICÍPIOS  DE CADA REGIÃO CONTEMPLADOS POR UPA'S, E CEO'S E OUTROS EQUIPAMENTOS DE MÉDIA E ALTA COMPLEXIDADE. ISSO MELHOROU BASTANTE O ACESSO AO ATENDIMENTO E EXAMES DE MÉDIA E ALTA COMPLEXIDADE, MAS NÃO FOI O SUFICIENTE PARA ATENDER AS DEMANDAS EXISTENTES, DIANTE DISSO É QUE ESTAMOS INVESTINDO EM NOVOS EQUIPAMENTOS PARA MELHORAR O ATENDIMENTO DOS USUÁRIOS NO SUS NO MUNICÍPIO"
11206,USO INTERNO,CONVENIO.DESPESA,49,0,REALIZAÇÃO DE PROCEDIMENTOS MEDICO HOSPITALARES AOS USUARIOS DO SUS
11207,USO INTERNO,CONVENIO.DESPESA,49,0,RECUPERAÇÃO DE ESTRADAS VICINAIS NO MUNICÍPIO DE PENTECOSTE/CE.
11208,USO INTERNO,CONVENIO.DESPESA,49,0,"PROJETO PROMOÇÃO E DEFESA DA VIDA, OBJETIVO ATENDER ADOLESCENTES DE 13 A 17 ANOS DE IDADE EM CONTEXTO DE RISCO PESSOAL E SOCIAL, CREDENCIANDO E EXECULTANDO CONFORME O PLANO DE TRABALHO."
